Name,S&P 500 COMPOSITE - OPENING PRICE,ISHARESCOREEUR (XET) STOXX50 UCITS ETF EUR - OPENING PRICE,SHANGHAI SE A SHARE - OPENING PRICE,ISHARES RUSSELL 2000 ETF - OPENING PRICE,INVESCO QQQ TRUST SERIES 1 - OPENING PRICE,ISHARES CORE FTSE 100 UCITS ETF GBP - OPENING PRICE,INVESCO MSCI JAPAN UCITS ETF ACC - OPENING PRICE,DOW JONES US REAL ESTATE - OPENING PRICE,SECT.SPDR TST.SBI INTER INDS. - OPENING PRICE
Code,S19658(PO),291561(PO),S08435(PO),292398(PO),696044(PO),291580(PO),67434J(PO),T25191(PO),689918(PO)
13/03/01,1182.88,41.8,2113.47,45.9,42.75,581.251,N/A,148.99,28.49
14/03/01,1197.45,42.1,2097.405,44.875,42.7,581.251,N/A,148.94,27.9
15/03/01,1171.29,41.5,2121.406,45.525,45.15,567.648,N/A,147.92,28.1
16/03/01,1173.56,41.9,2125.483,44.925,41.9,571.976,N/A,147.4,27.71
19/03/01,1151.68,41.8,2122.491,44.5,41.44,568.884,N/A,146.55,27.03
20/03/01,1172.28,41.4,2141.635,45.05,43.55,565.174,N/A,148.09,27.55
21/03/01,1142.33,41,2150.353,44.125,40.52,560.846,N/A,147.44,26.75
22/03/01,1122.14,39.6,2174.371,43.125,40.63,547.242,N/A,146.02,26.14
23/03/01,1121.84,39.4,2192.9,43.875,43.7,550.952,N/A,145.33,25.55
26/03/01,1140.15,40.5,2154.728,44.5,43.4,559.609,N/A,145.78,26.5
27/03/01,1152.69,41.3,2198.378,44.8,41.9,569.503,N/A,148.22,26.56
28/03/01,1178.04,42,2211.763,44.45,41.9,570.739,N/A,148.16,26.6
29/03/01,1153.29,41.1,2208.826,43.875,39.38,564.556,N/A,146.15,26.43
30/03/01,1147.95,42.2,2202.865,44.225,39.3,564.556,N/A,146.78,26.45
2/4/2001,1160.33,42,2219.4,44.775,39.17,567.029,N/A,147.99,26.59
3/4/2001,1145.87,41.4,2229.647,43.65,37.2,563.319,N/A,148.62,26
4/4/2001,1106.46,39.9,2225.372,42.325,34.74,546.005,N/A,146.66,25.6
5/4/2001,1103.25,41.4,2184.999,43,36.15,563.319,N/A,146.59,26
6/4/2001,1151.44,42,2217.648,43.75,36.9,573.831,N/A,148.52,26.5
9/4/2001,1128.43,41.3,2209.274,43.8,36.79,565.792,N/A,146.46,26.84
10/4/2001,1137.59,42.9,2219.767,44.375,37.9,578.16,N/A,146.94,27
11/4/2001,1168.38,42.7,2231.264,45.9,42.2,591.763,N/A,147.57,28.15
12/4/2001,1165.51,43.4,2232.426,44.625,40.3,585.58,N/A,145.13,27.1
13/04/01,N/A,N/A,2235.105,N/A,N/A,N/A,N/A,N/A,N/A
16/04/01,1183.5,N/A,2250.235,45.25,41.95,N/A,N/A,145.35,27.73
17/04/01,1179.68,42.75,2273.249,44.375,39.95,576.304,N/A,145.05,27.67
18/04/01,1191.81,43.8,2277.211,46.075,43.94,593.618,N/A,146.76,28.3
19/04/01,1238.16,44.3,2269.961,46.65,46.1,593,N/A,148.64,29.5
20/04/01,1252.88,44.3,2271.599,47,48.05,597.329,N/A,148.65,29.59
23/04/01,1242.98,43.5,2246.576,46,46.85,594.855,N/A,148.01,29.38
24/04/01,1224.36,44,2248.228,46.1,45.1,599.184,N/A,147.68,29.06
25/04/01,1209.11,43.7,2263.755,46.25,43.9,596.092,N/A,147.48,28.6
26/04/01,1228.75,44,2207.175,47.25,45.95,586.816,N/A,148.26,29.45
27/04/01,1234.52,44.1,2198.409,48.125,45.15,598.565,N/A,150.24,29.8
30/04/01,1253.05,44.7,2213.624,48.825,46.25,603.512,N/A,151.84,30.17
1/5/2001,1249.55,N/A,N/A,48.325,46.2,599.184,N/A,151.46,29.46
2/5/2001,1269.97,45.7,N/A,49.2,48.8,600.42,N/A,151.92,29.58
3/5/2001,1267.43,45.1,N/A,48.575,47.7,591.145,N/A,150.98,29.5
4/5/2001,1248.58,44.1,N/A,48.075,45.3,589.29,N/A,150.94,29.55
7/5/2001,1266.61,44.7,N/A,49.3,47.95,N/A,N/A,150.78,29.9
8/5/2001,1266.71,44.3,2214.44,49.05,48.3,597.329,N/A,150.16,30.3
9/5/2001,1261.2,44.1,2233.98,48.55,46.95,597.329,N/A,149.84,29.7
10/5/2001,1255.54,44.6,2227.56,49.425,47.92,599.802,N/A,149.97,30.27
11/5/2001,1255.18,45.2,2243.633,48.825,45.84,602.275,N/A,149.85,30.6
14/05/01,1245.67,44.7,2254.947,48.46,45.3,590.527,N/A,149.72,30.23
15/05/01,1248.92,44.5,2278.715,48.5,44.9,591.763,N/A,149.86,30
16/05/01,1247.95,44.4,2289.64,48.55,44.31,591.763,N/A,150.39,30.55
17/05/01,1284.99,45.3,2295.833,49.875,47.45,602.894,N/A,151.37,31.54
18/05/01,1288.49,45.45,2287.789,50.125,47.64,599.802,N/A,152.35,31.85
21/05/01,1291.96,45.45,2301.151,50.425,48.17,601.039,N/A,152.99,31.95
22/05/01,1312.83,46.1,2307.677,51.6,51.31,605.985,N/A,153.6,32.35
23/05/01,1309.38,46.2,2300.84,51.325,50.44,606.604,N/A,154.6,32.4
24/05/01,1289.05,45.9,2288.07,50.8,48.97,602.894,N/A,155,31.7
25/05/01,1293.17,45.8,2288.312,51.05,49.96,596.71,N/A,155.83,31.38
28/05/01,N/A,45.45,2281.431,N/A,N/A,N/A,N/A,N/A,N/A
29/05/01,1277.89,45.7,2261.872,50.75,48.5,N/A,N/A,155.45,31.4
30/05/01,1263.51,44.7,2269.628,49.95,45.4,586.198,N/A,154.92,30.9
31/05/01,1248.08,44.4,2304.565,49.575,44.56,583.725,N/A,153.53,30.65
1/6/2001,1255.82,44.5,2301.93,49.875,45.55,586.816,N/A,154.26,30.9
4/6/2001,1262.62,44.55,2312.687,50.375,46.29,589.908,N/A,154.59,30.9
5/6/2001,1268.31,45,2321.339,50.8,46.3,581.251,N/A,155.43,31.1
6/6/2001,1283.85,45.2,2329.92,51.5,48.1,594.855,N/A,156.42,31.07
7/6/2001,1270.03,44.9,2330.471,51,47.138,597.947,N/A,156.62,30.75
8/6/2001,1276.96,45.2,2318.749,51.25,48.7,597.947,N/A,156.94,31.1
11/6/2001,1264.96,44.7,2314.764,50.95,46.9,597.947,N/A,156.25,30.41
12/6/2001,1254.39,44.6,2309.442,50,44.85,584.343,N/A,157.85,30
13/06/01,1255.85,43.6,2323.859,50.625,46.27,588.053,N/A,159.09,30.48
14/06/01,1241.6,43.5,2338.758,49.875,44,584.961,N/A,159.33,30.08
15/06/01,1219.87,43.2,2291.667,49,41.8,579.396,N/A,159.05,29.9
18/06/01,1214.36,42.8,2307.113,49.25,42.65,572.594,N/A,158.81,29.75
19/06/01,1208.43,42.1,2256.52,49.5,43.35,573.213,N/A,159.6,30.29
20/06/01,1210.67,42,2265.386,48.5,41.28,575.686,N/A,159.19,29.63
21/06/01,1223.14,42.24,2257.408,49.325,42.67,576.923,N/A,160.54,29.82
22/06/01,1237.59,42.6,2285.237,49.625,43.62,570.739,N/A,161.03,30
25/06/01,1225.35,42.12,2303.796,48.85,43.65,571.976,N/A,160.21,29.73
26/06/01,1215.31,42.3,2325.238,48,42.5,560.846,N/A,159.85,29
27/06/01,1216.77,41.75,2326.31,49.1,43.68,561.464,N/A,161.43,29.25
28/06/01,1211.08,41.4,2322.002,49.75,44.5,556.518,N/A,160.46,28.95
29/06/01,1226.2,42.1,2310.781,50.45,45.09,567.338,N/A,161.47,29
2/7/2001,1225,42.7,2312.557,50.8,45.7,568.884,N/A,162.44,28.95
3/7/2001,1235.91,43.2,2299.08,49.625,45.25,570.121,N/A,162.61,29.48
4/7/2001,N/A,42.95,2304.65,N/A,N/A,563.938,N/A,N/A,N/A
5/7/2001,1234.45,42.3,2294.423,49,44.89,556.518,N/A,162.29,29.26
6/7/2001,1219.1,41.5,2271.285,48.55,43,554.662,N/A,162.02,29.3
9/7/2001,1190.59,41.3,2260.896,48.125,41.89,546.624,N/A,161.46,28.9
10/7/2001,1198.78,41.6,2264.339,48.55,42.79,546.624,N/A,159.49,28.94
11/7/2001,1181.52,40.3,2282.108,47.4,40.4,546.624,N/A,158.69,28.29
12/7/2001,1180.18,40.7,2256.036,47.9,42.65,551.57,N/A,157.96,28.51
13/07/01,1208.14,40.6,2258.329,48.55,43.38,551.57,N/A,159.04,28.98
16/07/01,1214.59,41,2266.404,48.85,43.37,556.518,N/A,159.84,29.2
17/07/01,1201.42,40.15,2234.355,48.05,41.82,552.807,N/A,159.31,28.33
18/07/01,1210.62,40.4,2231.212,48.35,42.25,544.15,N/A,160.33,29.09
19/07/01,1210.68,39.7,2236.383,48.6,42.45,544.769,N/A,160.58,29.5
20/07/01,1215.02,40,2247.049,48.25,41.49,544.15,N/A,160.56,29.28
23/07/01,1210.85,39.9,2278.364,48.825,42.28,546.005,N/A,160.2,29.01
24/07/01,1190.14,40.1,2258.503,48,40.38,546.005,N/A,159.36,28.83
25/07/01,1171.65,39.76,2226.583,47.45,40.14,536.73,N/A,158.17,28.5
26/07/01,1190.49,39.3,2205.256,47.505,40.45,534.257,N/A,158.41,28.32
27/07/01,1202.55,39.84,2186.761,48.325,41.65,539.203,N/A,159.08,28.63
30/07/01,1205.82,40.2,2147.175,48.45,42.15,547.242,N/A,158.64,28.99
31/07/01,1204.52,40.8,2023.529,48.295,41.84,553.426,N/A,157.42,28.75
1/8/2001,1211.23,41.2,2011.628,48.525,42.637,556.518,N/A,157.92,29.1
2/8/2001,1215.93,41.2,2079.283,49.225,43.799,562.701,N/A,158.68,29
3/8/2001,1220.75,41.05,2046.416,48.75,43.53,554.662,N/A,159.47,29.18
6/8/2001,1211.9,40.8,2043.236,48.5,42.539,557.754,N/A,160.04,29
7/8/2001,1200.47,40.6,1962.022,47.9,42.22,550.334,N/A,160.34,28.8
8/8/2001,1203.02,40.2,1993.49,47.5,41.85,552.189,N/A,160.89,28.78
9/8/2001,1183.53,39.5,1984.102,47.1,40.45,541.059,N/A,161.04,28.42
10/8/2001,1183.43,39.6,2017.623,47.175,40.42,547.242,N/A,161.27,28.28
13/08/01,1190.16,38.7,2044.638,47.575,40.59,546.005,N/A,162.57,29.1
14/08/01,1191.5,39.5,2044.832,47.775,41.49,554.971,N/A,162.48,29
15/08/01,1186.73,39.5,2026.278,47.875,40.62,553.426,N/A,163.28,29
16/08/01,1176.38,38.9,2036.267,47.625,38.649,539.203,N/A,164.39,28.5
17/08/01,1177.45,38.85,2005.002,47.7,38.4,544.15,N/A,164.63,28.59
20/08/01,1161.99,38,2011.768,47.3,37.85,539.203,N/A,164.98,28.62
21/08/01,1171.41,38,2022.463,47.85,38.3,540.44,N/A,165.9,28.47
22/08/01,1157.26,38,2022.324,47.45,37.45,544.769,N/A,167.03,28.2
23/08/01,1165.31,38.45,1977.371,47.6,37.679,545.387,N/A,166.95,28.4
24/08/01,1162.09,38.7,1987.939,47.5,37.86,547.242,N/A,166.98,28.4
27/08/01,1184.41,39.5,1964.868,48.05,39.3,N/A,N/A,165.52,28.9
28/08/01,1179.21,39.25,1896.793,47.825,39.34,550.952,N/A,165.99,28.67
29/08/01,1162.83,38.7,1928.316,47.525,38.37,541.677,N/A,165.04,28.5
30/08/01,1148.6,38.7,1927.737,46.9,36.75,541.677,N/A,163.81,27.95
31/08/01,1128.21,37.9,1920.252,46.7,36.03,537.967,N/A,162.31,27.49
3/9/2001,N/A,37.6,1914.134,N/A,N/A,530.546,N/A,N/A,N/A
4/9/2001,1133.58,37.9,1896.426,46.85,36.45,536.73,N/A,162.01,27.72
5/9/2001,1133.48,37.3,1950.61,46.6,35.48,533.638,N/A,161.67,27.55
6/9/2001,1128.95,36.7,1950.281,45.75,34.74,526.218,N/A,161.25,27.6
7/9/2001,1106.4,35.8,1939.987,44.65,33.58,515.088,N/A,159.18,27
10/9/2001,1085.78,34.5,1868.918,43.925,33.49,503.957,N/A,157.74,26.5
11/9/2001,N/A,35.2,1941.588,N/A,N/A,512.305,N/A,N/A,N/A
12/9/2001,N/A,31,1903.895,N/A,N/A,488.499,N/A,N/A,N/A
13/09/01,N/A,33,1934.374,N/A,N/A,495.919,N/A,N/A,N/A
14/09/01,N/A,33.6,1920.882,N/A,N/A,488.499,N/A,N/A,N/A
17/09/01,1092.54,30.7,1894.867,41,31.25,478.605,N/A,157.14,26.15
18/09/01,1040.08,32,1867.338,41.87,31.53,479.223,N/A,151.27,24.15
19/09/01,1032.74,32,1882.7,41.255,30.64,488.499,N/A,152.69,23.55
20/09/01,1016.1,32,1909.58,39.55,29.3,465.001,N/A,150.93,22.4
21/09/01,975.98,29.3,1899,37.25,27.41,437.175,N/A,147.14,21
24/09/01,965.8,30.2,1888.134,38.25,29.08,454.489,N/A,144.73,22.55
25/09/01,1003.45,31,1882.321,39.12,29.71,459.436,N/A,146.11,23.12
26/09/01,1012.27,31.1,1875.635,39.6,29.95,470.875,N/A,148.15,23.1
27/09/01,1006.29,32.15,1845.931,38.89,28.4,469.948,N/A,149.33,22.84
28/09/01,1028.46,33.1,1845.934,39.8,28.84,487.88,N/A,150.36,23.35
1/10/2001,1037.9,32.7,N/A,40.1,28.85,491.59,N/A,152.91,23.7
2/10/2001,1037.56,31.9,N/A,39.5,28.65,478.605,N/A,152.59,23.61
3/10/2001,1042.89,32,N/A,39.5,28.42,484.788,N/A,151.45,23.88
4/10/2001,1072.28,33.5,N/A,41.25,31.63,500.865,N/A,148.92,24.5
5/10/2001,1069.63,33.4,N/A,41.45,30.95,506.431,N/A,150.65,24.5
8/10/2001,1071.37,32.8,1845.345,40.75,31.13,503.957,N/A,146.44,24.39
9/10/2001,1062.93,33.2,1801.192,40.825,31.86,503.339,N/A,150.13,24.2
10/10/2001,1055.28,33.5,1821.567,40.55,30.85,505.812,N/A,150.71,24.13
11/10/2001,1082.44,35.3,1756.048,42.5,33.2,520.653,N/A,151.85,24.9
12/10/2001,1088.37,35.36,1708.635,42.56,34.22,515.088,N/A,153.43,25.4
15/10/01,1089.98,34.8,1765.675,42.375,34.12,510.759,N/A,152.85,25.06
16/10/01,1093.71,33.8,1762.248,42.95,34.66,510.141,N/A,153.87,25.42
17/10/01,1077.09,35.4,1726.343,43.65,34.66,516.324,N/A,152.22,25.3
18/10/01,1074.38,34.4,1712.774,42.275,32.7,510.141,N/A,151.26,24.46
19/10/01,1066.62,34.79,1680.472,41.725,32.81,511,N/A,149.89,24.3
22/10/01,1072.35,34.25,1625.69,42.375,33.37,510.5,N/A,148.73,24.45
23/10/01,1093.87,35.1,1712.537,43.005,34.83,518,N/A,146.95,25
24/10/01,1085.2,36.35,1808.032,42.5,34.6,519.5,N/A,146.77,24.7
25/10/01,1100.09,36.7,1782.04,42.2,34.7,520.5,N/A,145.61,24.52
26/10/01,1096.24,36,1741.319,43.2,36.5,519,N/A,145.94,25.2
29/10/01,1099.81,36,1751.258,43.505,36,516,N/A,146.12,25.25
30/10/01,1075.56,34.5,1776.791,42.4,33.71,504,N/A,146.4,24.4
31/10/01,1066.37,34.05,1751.794,42.325,34.08,497.5,N/A,146.25,24.55
1/11/2001,1063.12,34.45,1765.631,42.67,34.44,503,N/A,147.19,24.15
2/11/2001,1084.1,35.3,1777.787,43.225,35.3,516.5,N/A,149.61,24.58
5/11/2001,1097.28,35.45,1760.983,43.6,36.25,518,N/A,147.72,25.22
6/11/2001,1102.01,36.55,1750.686,43.375,36.57,N/A,N/A,148.07,25.4
7/11/2001,1118.86,36.55,1741.133,43.85,37.57,526.5,N/A,150.25,25.6
8/11/2001,1115.8,36.9,1632.888,44.175,38.55,528.5,N/A,149.74,25.95
9/11/2001,1117.59,36.9,1674.018,43.53,37.54,529.5,N/A,150.42,25.95
12/11/2001,1120.31,36.6,1702.108,43.35,36.8,524.5,N/A,149.52,25.8
13/11/01,1122.23,36.45,1679.785,44.25,39.03,524.5,N/A,150.06,25.9
14/11/01,1139.09,37.7,1685.772,45,39.98,535.5,N/A,151.68,26.2
15/11/01,1141.21,37.75,1689.326,44.9,39.16,532,N/A,152.3,26.48
16/11/01,1142.24,37.4,1800.525,44.83,39.48,526.5,N/A,153.74,26.75
19/11/01,1138.65,38,1716.174,45.075,39.79,544,N/A,153.72,26.95
20/11/01,1151.06,38.25,1744.684,45.5,40.08,539,N/A,154.02,26.75
21/11/01,1140.15,37.55,1774.322,45.15,38.47,532,N/A,153.17,26.74
22/11/01,N/A,37.85,1779.912,N/A,N/A,539,N/A,N/A,N/A
23/11/01,1137.03,38,1790.061,45.025,38.76,540,N/A,153.79,26.6
26/11/01,1150.34,38.3,1784.245,45.74,39.53,538.5,N/A,154.62,26.9
27/11/01,1157.42,37.85,1779.444,45.95,40.05,537,N/A,154.26,26.8
28/11/01,1143.09,36.8,1800.44,45.6,39.73,532,N/A,153.89,26.62
29/11/01,1128.52,36.25,1810.757,45.175,39.03,518,N/A,154.28,26.6
30/11/01,1140.2,36.6,1807.109,46.2,39.73,520,N/A,155.02,26.55
3/12/2001,1139.45,36.2,1825.735,45.45,39.26,515,N/A,155.04,26.37
4/12/2001,1129.9,36.55,1838.802,45.5,39.34,523,N/A,153.91,26.37
5/12/2001,1144.8,37.4,1840.724,47.05,41.23,529,N/A,156.09,26.9
6/12/2001,1170.35,38.65,1814.099,47.8,42.7,536,N/A,157.07,27.36
7/12/2001,1167.1,38.3,1826.03,48.075,42.47,536,N/A,157.78,27.2
10/12/2001,1152.44,37.85,1816.301,47.875,41.3,528.5,N/A,158,27.19
11/12/2001,1144.47,37.2,1819.986,47.425,41.46,518,N/A,156.78,26.85
12/12/2001,1136.76,37.5,1795.962,47.45,41.52,520,N/A,157.52,26.87
13/12/01,1137.07,37,1784.343,46.975,40.71,515.5,N/A,155.95,26.56
14/12/01,1117.92,36,1754.056,46.65,39.87,506,N/A,154.65,26.25
17/12/01,1123.09,35.85,1742.808,46.83,40.02,510,N/A,155.6,26.7
18/12/01,1134.36,37.2,1735.169,48.25,41.16,520,N/A,156.69,27.25
19/12/01,1142.92,36.8,1758.003,47.875,40.5,516,N/A,156.9,27.2
20/12/01,1148.93,36.7,1738.087,47.9,40.12,516.5,N/A,156.11,27.63
21/12/01,1139.93,36,1693.694,47.45,39.45,509,N/A,155.45,27.68
24/12/01,1144.96,N/A,1706.19,48.225,39.54,517,N/A,156.36,27.65
25/12/01,N/A,N/A,1669.87,N/A,N/A,N/A,N/A,N/A,N/A
26/12/01,1145.06,N/A,1675.887,48.3,39.37,N/A,N/A,156.93,27.8
27/12/01,1149.37,37.25,1701.544,48.75,39.85,519,N/A,157.27,27.9
28/12/01,1158.35,38.03,1692.736,49.15,40.292,523,N/A,157.18,28
31/12/01,1158.34,N/A,1707.974,49.125,40.31,523,N/A,157.66,27.9
1/1/2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2/1/2002,1149,38,N/A,48.55,39.56,524,N/A,157.35,27.6
3/1/2002,1155.46,38,N/A,48.5,40.34,531,N/A,157.32,27.7
4/1/2002,1171.08,38.42,1710.024,49.375,41.98,534,N/A,158.6,27.8
7/1/2002,1174.65,38,1670.33,49.675,42.11,533,N/A,158.14,27.94
8/1/2002,1165.32,37.5,1658.949,49.125,41.12,529.5,N/A,157.61,27.7
9/1/2002,1163.75,37,1645.806,49.875,42,523,N/A,157.68,27.6
10/1/2002,1154.27,37,1621.451,49.075,41.17,523,N/A,157.29,27.25
11/1/2002,1158.51,37,1639.186,49.375,41.31,523.5,N/A,156.92,26.95
14/01/02,1143.02,36.5,1582.706,48.63,40.47,520,N/A,156.84,26.75
15/01/02,1140.84,36,1536.359,48.095,40.03,514,N/A,158.35,26.04
16/01/02,1139.17,36.2,1518.696,47.75,39.54,514,N/A,157.83,25.77
17/01/02,1135.74,36,1536.366,47.75,39.48,516,N/A,157.44,25.7
18/01/02,1127.53,36.3,1462.314,47.55,38.83,516,N/A,157.85,25.4
21/01/02,N/A,36.2,1463.415,N/A,N/A,509.5,N/A,N/A,N/A
22/01/02,1135.26,36.45,1415.575,47.375,39,517,N/A,156.9,26.35
23/01/02,1119.31,36.3,1413.565,46.825,37.68,514.5,N/A,157.05,25.52
24/01/02,1133.37,36.8,1496.741,47.55,38.94,527.5,N/A,157.01,25.7
25/01/02,1129.33,37,1511.727,47.675,38.47,520.5,N/A,156.6,25.92
28/01/02,1136.27,37.3,1506.653,47.8,39.13,523,N/A,156.5,26.4
29/01/02,1133.06,37.75,1401.419,47.925,39.132,514,N/A,156.73,26.4
30/01/02,1100.23,36.2,1453.176,47.2,38,512,N/A,156.07,25.27
31/01/02,1113.57,36.95,1474.029,47.8,38.6,517,N/A,157.05,25.58
1/2/2002,1127.39,36.8,1557.895,47.75,38.4,512,N/A,156.91,25.94
4/2/2002,1118.04,N/A,1548.517,47.625,37.96,517.5,N/A,157.04,25.2
5/2/2002,1094.44,N/A,1574.443,46.575,36.59,516.5,N/A,157.47,24.65
6/2/2002,1091.47,N/A,1582.278,46.525,36.84,509,N/A,156.98,24.65
7/2/2002,1083.51,N/A,1545.391,45.95,35.99,508,N/A,156.29,24.9
8/2/2002,1082.39,N/A,1585.482,45.605,35.46,516,N/A,155.77,24.68
11/2/2002,1095.37,N/A,N/A,46.4,36.14,517,N/A,156.15,25
12/2/2002,1106.17,N/A,N/A,46.65,36.27,523,N/A,157.51,25.39
13/02/02,1107.5,N/A,N/A,47.125,36.72,516,N/A,156.6,25.63
14/02/02,1118.51,N/A,N/A,47.47,37.15,519,N/A,157.28,25.5
15/02/02,1116.48,N/A,N/A,46.87,36.83,522,N/A,157.51,25.35
18/02/02,N/A,N/A,N/A,N/A,N/A,520.5,N/A,N/A,N/A
19/02/02,1102.16,N/A,N/A,46.2,35.37,516,N/A,158.43,25.1
20/02/02,1083.34,N/A,N/A,45.7,34.91,507.5,N/A,157.47,25.55
21/02/02,1097.98,N/A,N/A,46.45,34.79,511.5,N/A,158.82,25.85
22/02/02,1080.95,N/A,N/A,45.6,33.65,504,N/A,157.33,25.8
25/02/02,1090.83,N/A,1606.442,46.375,34.008,510,N/A,159.41,25.99
26/02/02,1110.35,N/A,1595.111,46.645,35.23,519,N/A,159.54,26.7
27/02/02,1111.23,N/A,1597.48,47.125,35.39,519.5,N/A,159.7,26.82
28/02/02,1110.8,N/A,1604.136,47.15,34.51,515,N/A,159.76,27.1
1/3/2002,1108.74,N/A,1586.809,46.825,34.15,516,N/A,159.35,26.8
4/3/2002,1130.93,N/A,1561.867,47.75,35.75,528,N/A,161.09,27.55
5/3/2002,1153.02,N/A,1594.902,48.49,36.93,527.5,N/A,163,28.05
6/3/2002,1146.14,N/A,1631.545,48.61,37.05,525.5,N/A,165.49,27.85
7/3/2002,1162.77,N/A,1636.273,49.55,38.18,533.5,N/A,166.35,28.7
8/3/2002,1157.54,N/A,1692.299,49.85,38.29,535,N/A,166.17,28.52
11/3/2002,1164.31,N/A,1714.12,49.69,38.35,532.5,N/A,166.12,28.4
12/3/2002,1168.26,N/A,1736.894,49.275,37.55,527,N/A,164.83,28.35
13/03/02,1162.98,N/A,1707.864,49.25,37.41,528,N/A,164.57,28.4
14/03/02,1154.09,N/A,1691.236,49.375,37.06,531,N/A,164.25,28.22
15/03/02,1153.45,N/A,1744.064,49.305,36.899,533,N/A,166.2,28.2
18/03/02,1166.16,N/A,1712.215,49.745,37.63,535,N/A,166.71,28.3
19/03/02,1165.55,N/A,1694.335,50.15,37.6,538.5,N/A,166.93,28.15
20/03/02,1170.29,N/A,1745.765,49.975,36.87,500,N/A,167.37,28.2
21/03/02,1151.85,N/A,1760.317,49.775,36.15,532,N/A,166.87,27.95
22/03/02,1153.59,N/A,1757.61,50.275,36.94,532.5,N/A,168.23,27.39
25/03/02,1149.28,N/A,1740.551,50.025,36.7,537,N/A,168.15,27.44
26/03/02,1131.87,N/A,1747.843,49.4,35.42,530,N/A,167.33,26.83
27/03/02,1137.45,N/A,1718.427,49.85,35.63,532,N/A,167.85,27.15
28/03/02,1146.29,N/A,1725.791,50.45,36.02,528,N/A,168.4,27.25
29/03/02,N/A,N/A,1719.002,N/A,N/A,N/A,N/A,N/A,N/A
1/4/2002,1145.96,N/A,1666.389,50.05,35.81,N/A,N/A,167.81,26.98
2/4/2002,1146.54,N/A,1677.414,49.695,35.98,536,N/A,168.25,27
3/4/2002,1137.55,N/A,1650.42,49.875,35.3,530,N/A,168.58,26.8
4/4/2002,1125.4,N/A,1663.419,49.2,34.5,531,N/A,168.07,26.5
5/4/2002,1126.34,N/A,1721.668,49.8,35.01,529,N/A,168.88,27.25
8/4/2002,1122.73,36.75,1704.417,49.005,33.479,526.5,N/A,170.16,26.76
9/4/2002,1125.29,36.15,1712.956,50.17,34.78,527,N/A,171.77,27.3
10/4/2002,1117.8,36.35,1743.438,50.25,33.76,523,N/A,173.26,27.36
11/4/2002,1130.47,36.6,1752.542,50.825,33.66,528.5,N/A,175.16,27.6
12/4/2002,1103.69,36.05,1719.963,50.5,33.32,522,N/A,174.26,27.02
15/04/02,1111.68,36.45,1733.197,51.5,33.82,523.5,N/A,176.7,26.71
16/04/02,1102.55,36.95,1720.93,51.45,34.43,529,N/A,174.77,26.77
17/04/02,1128.37,37.85,1715.046,52.375,35.32,534.5,N/A,172.8,26.95
18/04/02,1126.07,37.4,1717.312,51.775,34.78,533,N/A,170.36,26.78
19/04/02,1127.44,36.85,1698.597,51.8,35.05,529,N/A,170.7,26.61
22/04/02,1122.68,36.95,1707.102,51.4,34.01,529.5,N/A,169.48,26.35
23/04/02,1107.89,36.8,1699.93,50.8,33.59,528,N/A,167.52,26.05
24/04/02,1101.93,36.5,1696.213,51,33.21,526.5,N/A,165.38,25.9
25/04/02,1093.14,36.2,1681.901,50.3,32.3,526,N/A,166.44,25.27
26/04/02,1091.48,35.9,1687.597,50.81,32.66,528,N/A,167.06,25.5
29/04/02,1076.89,35.3,1716.323,50,31.244,519,N/A,166.18,25.34
30/04/02,1065.45,35.35,1742.316,49.9,31.032,520,N/A,166.27,24.79
1/5/2002,1076.4,N/A,N/A,50.75,31.67,520,N/A,168.37,25.3
2/5/2002,1086.12,36,N/A,50.95,31.39,522,N/A,169.8,25.52
3/5/2002,1084.2,35.95,N/A,51.25,30.47,518,N/A,171.23,25.4
6/5/2002,1073.01,35,N/A,50.995,29.637,N/A,N/A,171.16,25.49
7/5/2002,1052.67,34.5,N/A,50.24,29.27,526,N/A,169.52,24.9
8/5/2002,1049.49,34.7,1744.279,50.45,30.18,522,N/A,168.99,25.48
9/5/2002,1088.85,35.55,1721.779,50.8,31.57,526.5,N/A,168.51,25.65
10/5/2002,1073.01,35.3,1724.361,49.995,31.014,524,N/A,166.45,25.67
13/05/02,1056.26,34.5,1707.642,49.075,29.87,523.5,N/A,165.29,25.05
14/05/02,1074.56,35.1,1694.482,50.35,32.08,528,N/A,165.78,25.69
15/05/02,1096.83,36,1686.601,50.875,32.09,531.5,N/A,166.46,25.69
16/05/02,1091.07,36.1,1661.843,51.175,32.54,533.5,N/A,167.52,26.06
17/05/02,1099.78,36.25,1616.117,50.6,33.3,534,N/A,166.45,26.18
20/05/02,1106.59,36,1632.913,50.625,32.63,532,N/A,167.22,26.22
21/05/02,1092.46,35.6,1643.561,50.175,32.39,529.5,N/A,166.62,26.11
22/05/02,1079.88,35.4,1660.266,49.15,31,526.5,N/A,165.35,25.55
23/05/02,1086.62,35.1,1639.494,49.35,31.62,520.5,N/A,165.39,25.82
24/05/02,1097.08,35.25,1641.422,49.75,31.58,527,N/A,168.4,26.14
27/05/02,N/A,35.6,1622.807,N/A,N/A,527.5,N/A,N/A,N/A
28/05/02,1084.58,35.6,1625.706,49.4,31.5,523,N/A,168.29,26.05
29/05/02,1074.55,35,1626.323,48.95,30.68,508,N/A,169.44,25.58
